,block_id,timeout,hitting_set_time,hitting_set_cost,hitting_set_found_optimal,hitting_set_model_found,hard_time,hard_cost,oms_time,oms_cost,oms_found_optimal,oms_model_found,z3_time,z3_cost,z3_found_optimal,z3_model_found
49,0x1d29Bafa88E83a6D8F757DbFAf8BAf7be8fE08Bf_Ownable_initial_block2.0_input_z3.smt2,20.0,7.29,7,True,True,4.85,0.0,9.777000000000001,7,True,True,15.645999999999999,7,True,True
50,0x3BfcE6D6F0d3D3f1326d86abdbe2845b4740Dc2E_MATICPAD_block72_input_z3.smt2,50.0,50.0,10,False,True,50.02,,50.111000000000004,0,False,True,49.996,0,False,True
51,0x0c9C2e9647f65118EffB3d87C6D025d95845E930_Rugpull_block233_input_z3.smt2,60.0,42.68,0,True,True,22.84,0.0,13.65,0,True,True,27.456,0,True,True
52,0x1E77fbE7bfe9b11c75b90A76f571dca0C6D70a9a_ePORC_block72_input_z3.smt2,60.0,33.41,0,True,True,11.78,0.0,20.491999999999997,0,True,True,35.311,0,True,True
53,0x1d29Bafa88E83a6D8F757DbFAf8BAf7be8fE08Bf_LoveVote_block249_input_z3.smt2,60.0,43.7,0,True,True,28.84,0.0,15.654000000000002,0,True,True,27.353,0,True,True
54,0x3BfcE6D6F0d3D3f1326d86abdbe2845b4740Dc2E_MATICPAD_block143_input_z3.smt2,60.0,47.4,0,True,True,60.01,,22.485,0,True,True,59.879,0,False,True
55,0x1d29Bafa88E83a6D8F757DbFAf8BAf7be8fE08Bf_Ownable_block21_input_z3.smt2,60.0,48.03,0,True,True,39.29,0.0,13.140999999999998,0,True,True,37.286,0,True,True
56,0x0c9C2e9647f65118EffB3d87C6D025d95845E930_Rugpull_block287_input_z3.smt2,30.0,30.0,4,False,True,7.86,0.0,30.089000000000002,4,False,True,30.005,0,False,True
57,0x3BfcE6D6F0d3D3f1326d86abdbe2845b4740Dc2E_MATICPAD_block148_input_z3.smt2,60.0,45.83,0,True,True,7.57,0.0,21.906999999999996,0,True,True,59.967,0,False,True
58,0x3BfcE6D6F0d3D3f1326d86abdbe2845b4740Dc2E_MATICPAD_initial_block0_input_z3.smt2,70.0,50.69,3,True,True,3.56,0.0,28.293000000000003,3,True,True,43.396,3,True,True
59,0x0c9C2e9647f65118EffB3d87C6D025d95845E930_ERC721_block155_input_z3.smt2,20.0,20.0,5,False,True,10.89,0.0,20.08,1,False,True,20.018,0,False,True
60,0x1d29Bafa88E83a6D8F757DbFAf8BAf7be8fE08Bf_LoveVote_block96_input_z3.smt2,40.0,3.14,3,True,True,4.96,0.0,4.0089999999999995,3,True,True,13.205,3,True,True
61,0x0c9C2e9647f65118EffB3d87C6D025d95845E930_Rugpull_block324_input_z3.smt2,60.0,32.64,0,True,True,9.38,0.0,22.419,0,True,True,37.611,0,True,True
62,0x0c9C2e9647f65118EffB3d87C6D025d95845E930_Rugpull_block387_input_z3.smt2,30.0,9.63,2,True,True,2.95,0.0,30.099,0,False,True,15.05,2,True,True
63,0x0c9C2e9647f65118EffB3d87C6D025d95845E930_ERC721_block98_input_z3.smt2,60.0,30.3,0,True,True,15.78,0.0,12.995999999999999,0,True,True,34.126,0,True,True
64,0x0c9C2e9647f65118EffB3d87C6D025d95845E930_Rugpull_block312_input_z3.smt2,60.0,41.54,0,True,True,12.89,0.0,12.82,0,True,True,39.91,0,True,True
65,0x0c9C2e9647f65118EffB3d87C6D025d95845E930_ERC721_block66_input_z3.smt2,60.0,37.8,0,True,True,21.12,0.0,22.214000000000002,0,True,True,40.885999999999996,0,True,True
66,0x1E77fbE7bfe9b11c75b90A76f571dca0C6D70a9a_ePORC_block201_input_z3.smt2,10.0,11.05,4,False,True,4.99,1.0,10.058,0,False,True,10.021,0,False,True
67,0x0c9C2e9647f65118EffB3d87C6D025d95845E930_Rugpull_block458_input_z3.smt2,30.0,13.92,4,True,True,8.48,0.0,17.680999999999997,4,True,True,22.346,4,True,True
68,0x0c9C2e9647f65118EffB3d87C6D025d95845E930_Rugpull_initial_block10_input_z3.smt2,50.0,50.0,2,False,True,35.13,0.0,29.283,2,True,True,49.992,0,False,True
69,0x0c9C2e9647f65118EffB3d87C6D025d95845E930_Rugpull_block274_input_z3.smt2,60.0,40.42,0,True,True,27.88,0.0,21.858,0,True,True,35.169000000000004,0,True,True
70,0x1E77fbE7bfe9b11c75b90A76f571dca0C6D70a9a_Ownable_block19_input_z3.smt2,60.0,53.4,0,True,True,15.43,0.0,23.416,0,True,True,53.48,0,True,True
71,0x0c9C2e9647f65118EffB3d87C6D025d95845E930_ERC721_block121_input_z3.smt2,60.0,58.01,0,True,True,54.22,0.0,21.877,0,True,True,37.416,0,True,True
72,0x1f2cF791d940Bbb9fbe777271afa6ff9bBA8AbA0_ERC20_block52_input_z3.smt2,60.0,51.9,0,True,True,52.21,0.0,22.394000000000002,0,True,True,28.038,0,True,True
73,0x1f2cF791d940Bbb9fbe777271afa6ff9bBA8AbA0_ERC20_block70_input_z3.smt2,60.0,46.07,0,True,True,29.28,0.0,21.42,0,True,True,30.16,0,True,True
74,0x3E873439949793e8c577E08629c36Ed8c184e7D9_welfare_block83_input_z3.smt2,40.0,6.31,2,True,True,16.42,0.0,2.252,2,True,True,14.025,2,True,True
75,0x1d29Bafa88E83a6D8F757DbFAf8BAf7be8fE08Bf_LoveVote_block227_input_z3.smt2,40.0,4.56,2,True,True,11.03,0.0,1.55,2,True,True,15.914000000000001,2,True,True
76,0x1E77fbE7bfe9b11c75b90A76f571dca0C6D70a9a_ePORC_block194_input_z3.smt2,40.0,5.64,2,True,True,12.81,0.0,2.435,2,True,True,12.852,2,True,True
77,0x0c9C2e9647f65118EffB3d87C6D025d95845E930_Rugpull_block177_input_z3.smt2,60.0,35.81,0,True,True,32.03,0.0,15.993,0,True,True,34.262,0,True,True
78,0x0c9C2e9647f65118EffB3d87C6D025d95845E930_Rugpull_block303_input_z3.smt2,30.0,27.76,4,True,True,10.3,0.0,30.079,1,False,True,30.014,0,False,True
79,0x1d29Bafa88E83a6D8F757DbFAf8BAf7be8fE08Bf_LoveVote_block261_input_z3.smt2,60.0,38.58,0,True,True,33.22,0.0,15.128,0,True,True,40.94,0,True,True
80,0x0c9C2e9647f65118EffB3d87C6D025d95845E930_ERC721_block106_input_z3.smt2,40.0,35.54,5,True,True,30.89,0.0,40.085,1,False,True,39.989000000000004,0,False,True
81,0x1E77fbE7bfe9b11c75b90A76f571dca0C6D70a9a_ePORC_block168_input_z3.smt2,60.0,42.86,0,True,True,26.9,0.0,19.026,0,True,True,32.834,0,True,True
82,0x1E77fbE7bfe9b11c75b90A76f571dca0C6D70a9a_ePORC_block161_input_z3.smt2,60.0,44.34,0,True,True,15.26,0.0,19.545,0,True,True,59.882,0,False,True
83,0x0c9C2e9647f65118EffB3d87C6D025d95845E930_Rugpull_block345_input_z3.smt2,30.0,10.84,1,True,True,3.65,0.0,17.579,1,True,True,18.277,1,True,True
84,0x1f2cF791d940Bbb9fbe777271afa6ff9bBA8AbA0_ERC20_block60_input_z3.smt2,60.0,42.07,0,True,True,20.47,0.0,29.768,0,True,True,36.141,0,True,True
85,0x0c9C2e9647f65118EffB3d87C6D025d95845E930_Rugpull_block195_input_z3.smt2,50.0,50.0,,False,False,41.08,0.0,50.076,0,False,True,49.79600000000001,0,False,True
86,0x1E77fbE7bfe9b11c75b90A76f571dca0C6D70a9a_ePORC_block174_input_z3.smt2,30.0,30.0,0,False,True,11.06,0.0,6.48,2,True,True,11.888,2,True,True
87,0x0c9C2e9647f65118EffB3d87C6D025d95845E930_ERC721_block71_input_z3.smt2,60.0,55.64,0,True,True,25.41,0.0,12.866,0,True,True,50.902,0,True,True
88,0x1f2cF791d940Bbb9fbe777271afa6ff9bBA8AbA0_ERC20_initial_block33_input_z3.smt2,30.0,30.0,0,False,True,12.84,0.0,30.095,0,False,True,29.974,0,False,True
89,0x1E77fbE7bfe9b11c75b90A76f571dca0C6D70a9a_ePORC_block164_input_z3.smt2,60.0,48.94,0,True,True,43.9,0.0,19.61,0,True,True,50.365,0,True,True
90,0x0c9C2e9647f65118EffB3d87C6D025d95845E930_ERC721_block131_input_z3.smt2,40.0,40.0,,False,False,4.97,0.0,40.066,2,False,True,39.975,0,False,True
91,0x1d29Bafa88E83a6D8F757DbFAf8BAf7be8fE08Bf_LoveVote_block86_input_z3.smt2,20.0,20.0,,False,False,20.02,,20.089000000000002,1,False,True,20.041,0,False,True
92,0x0c9C2e9647f65118EffB3d87C6D025d95845E930_Rugpull_block185_input_z3.smt2,60.0,41.62,0,True,True,48.52,0.0,12.894,0,True,True,39.639,0,True,True
93,0x1d29Bafa88E83a6D8F757DbFAf8BAf7be8fE08Bf_LoveVote_block224_input_z3.smt2,30.0,17.62,3,True,True,30.01,,8.919,3,True,True,29.984,0,False,True
94,0x0c9C2e9647f65118EffB3d87C6D025d95845E930_ERC721_block139_input_z3.smt2,30.0,9.14,1,True,True,10.23,0.0,14.284,1,True,True,18.493,1,True,True
95,0x1E77fbE7bfe9b11c75b90A76f571dca0C6D70a9a_ePORC_initial_block6.0_input_z3.smt2,20.0,11.74,7,True,True,6.13,0.0,14.359000000000002,7,True,True,16.057000000000002,7,True,True
96,0x3BfcE6D6F0d3D3f1326d86abdbe2845b4740Dc2E_MATICPAD_block141_input_z3.smt2,60.0,51.33,0,True,True,36.13,0.0,19.062,0,True,True,59.979,0,False,True
97,0x0c9C2e9647f65118EffB3d87C6D025d95845E930_Rugpull_block309_input_z3.smt2,40.0,29.9,5,True,True,13.89,0.0,33.952,5,True,True,39.964,0,False,True
98,0x1E77fbE7bfe9b11c75b90A76f571dca0C6D70a9a_ePORC_block178_input_z3.smt2,30.0,6.46,2,True,True,8.34,0.0,6.747999999999999,2,True,True,12.265999999999998,2,True,True
99,0x0c9C2e9647f65118EffB3d87C6D025d95845E930_Rugpull_block235_input_z3.smt2,60.0,40.44,0,True,True,45.62,0.0,13.905,0,True,True,27.57,0,True,True
100,0x1f2cF791d940Bbb9fbe777271afa6ff9bBA8AbA0_ERC20_block73_input_z3.smt2,30.0,3.08,3,True,True,6.16,0.0,8.269,3,True,True,14.588,3,True,True
101,0x1d29Bafa88E83a6D8F757DbFAf8BAf7be8fE08Bf_LoveVote_block230_input_z3.smt2,40.0,6.21,2,True,True,16.54,0.0,1.65,2,True,True,15.489,2,True,True
102,0x3BfcE6D6F0d3D3f1326d86abdbe2845b4740Dc2E_MATICPAD_block131_input_z3.smt2,60.0,43.73,0,True,True,60.01,,17.452,0,True,True,38.842,0,True,True
103,0x1E77fbE7bfe9b11c75b90A76f571dca0C6D70a9a_ePORC_block142_input_z3.smt2,20.0,19.26,6,True,True,10.87,0.0,12.866,6,True,True,20.024,0,False,True
104,0x0c9C2e9647f65118EffB3d87C6D025d95845E930_Rugpull_block225_input_z3.smt2,60.0,46.05,0,True,True,60.02,,13.175,0,True,True,26.923000000000002,0,True,True
105,0x0c9C2e9647f65118EffB3d87C6D025d95845E930_Rugpull_block405_input_z3.smt2,30.0,4.88,5,True,True,10.72,0.0,5.003,5,True,True,24.895,5,True,True
106,0x1E77fbE7bfe9b11c75b90A76f571dca0C6D70a9a_ePORC_block96_input_z3.smt2,60.0,35.98,0,True,True,23.18,0.0,25.879,0,True,True,41.178000000000004,0,True,True
107,0x1E77fbE7bfe9b11c75b90A76f571dca0C6D70a9a_ePORC_block204_input_z3.smt2,50.0,50.0,8,False,True,50.02,,50.155,1,False,True,50.022,0,False,True
108,0x3E873439949793e8c577E08629c36Ed8c184e7D9_Ownable_initial_block2.0_input_z3.smt2,20.0,5.54,7,True,True,7.11,4.0,11.6,7,True,True,18.249000000000002,7,True,True
109,0x1f2cF791d940Bbb9fbe777271afa6ff9bBA8AbA0_ERC20_block74_input_z3.smt2,60.0,38.88,0,True,True,19.89,0.0,20.639,0,True,True,52.769,0,True,True
110,0x3BfcE6D6F0d3D3f1326d86abdbe2845b4740Dc2E_MATICPAD_block152_input_z3.smt2,60.0,42.86,0,True,True,15.82,0.0,23.603,0,True,True,58.358000000000004,0,True,True
111,0x0c9C2e9647f65118EffB3d87C6D025d95845E930_Rugpull_block467_input_z3.smt2,30.0,11.09,0,True,True,13.11,0.0,10.690999999999999,0,True,True,23.659000000000002,0,True,True
112,0x0c9C2e9647f65118EffB3d87C6D025d95845E930_Rugpull_block491_input_z3.smt2,10.0,7.0,1,True,True,1.51,0.0,4.114,1,True,True,10.017000000000001,0,False,True
113,0x0c9C2e9647f65118EffB3d87C6D025d95845E930_ERC721_initial_block31_input_z3.smt2,20.0,7.99,1,True,True,18.45,0.0,3.491,1,True,True,13.564,1,True,True
114,0x1E77fbE7bfe9b11c75b90A76f571dca0C6D70a9a_ePORC_block207_input_z3.smt2,20.0,24.71,0,False,True,20.01,,10.135,2,True,True,20.032,0,False,True
115,0x1d29Bafa88E83a6D8F757DbFAf8BAf7be8fE08Bf_LoveVote_block243_input_z3.smt2,60.0,58.7,0,True,True,41.43,0.0,15.697000000000001,0,True,True,38.717,0,True,True
116,0x1f2cF791d940Bbb9fbe777271afa6ff9bBA8AbA0_ERC20_initial_block37_input_z3.smt2,20.0,7.49,1,True,True,9.59,0.0,3.3139999999999996,1,True,True,11.2,1,True,True
117,0x1E77fbE7bfe9b11c75b90A76f571dca0C6D70a9a_ePORC_block154_input_z3.smt2,40.0,5.37,2,True,True,13.02,0.0,2.331,2,True,True,18.749000000000002,2,True,True
118,0x0c9C2e9647f65118EffB3d87C6D025d95845E930_ERC721_block119_input_z3.smt2,60.0,34.5,0,True,True,19.37,0.0,18.691,0,True,True,34.44,0,True,True
119,0x0c9C2e9647f65118EffB3d87C6D025d95845E930_Rugpull_block337_input_z3.smt2,40.0,40.0,1,False,True,8.97,0.0,40.1,2,False,True,39.98,0,False,True
120,0x0c9C2e9647f65118EffB3d87C6D025d95845E930_Rugpull_block327_input_z3.smt2,30.0,6.73,5,True,True,30.01,,8.527999999999999,5,True,True,15.707,5,True,True
121,0x0c9C2e9647f65118EffB3d87C6D025d95845E930_Rugpull_block469.1_input_z3.smt2,20.0,11.75,2,True,True,10.77,0.0,20.078,2,False,True,19.961,0,False,True
122,0x3BfcE6D6F0d3D3f1326d86abdbe2845b4740Dc2E_MATICPAD_block108_input_z3.smt2,60.0,51.3,0,True,True,28.8,0.0,23.180999999999997,0,True,True,44.983999999999995,0,True,True
123,0x1E77fbE7bfe9b11c75b90A76f571dca0C6D70a9a_ePORC_block248_input_z3.smt2,60.0,38.86,0,True,True,15.23,0.0,24.342,0,True,True,59.937,0,False,True
124,0x3E873439949793e8c577E08629c36Ed8c184e7D9_welfare_block94_input_z3.smt2,60.0,46.98,0,True,True,31.31,0.0,16.812,0,True,True,39.501999999999995,0,True,True
125,0x1f2cF791d940Bbb9fbe777271afa6ff9bBA8AbA0_ERC20_initial_block8_input_z3.smt2,50.0,19.02,0,True,True,23.8,0.0,20.675,0,True,True,14.468,0,True,True
126,0x1E77fbE7bfe9b11c75b90A76f571dca0C6D70a9a_ePORC_initial_block3_input_z3.smt2,40.0,12.21,7,True,True,3.4,0.0,7.586,7,True,True,12.994000000000002,7,True,True
