,block_id,timeout_in_s,solver_time_in_sec,has_model,finished_execution,lower_bound,upper_bound,models_found,cost_per_model_found,found_model_times,hard_is_sat,hard_time_in_sec,hard_found_model,hard_cost_found
49,0x1d29Bafa88E83a6D8F757DbFAf8BAf7be8fE08Bf_Ownable_initial_block2.0,20.0,4.48,True,True,0,16,"['PUSH SWAP1 PUSH PUSH PUSH SLOAD_0 AND_0 CALLER_0 SWAP1 OR_0 SWAP2 POP SSTORE_0 MLOAD_0 PUSH CALLER_0 SWAP1 PUSH SWAP3 DUP3 SWAP4 PUSH SWAP2', 'PUSH SWAP1 PUSH PUSH PUSH SLOAD_0 AND_0 CALLER_0 SWAP1 OR_0 SWAP2 POP SSTORE_0 MLOAD_0 PUSH CALLER_0 SWAP1 PUSH SWAP3 DUP3 SWAP4 PUSH SWAP2', 'POP CALLER_0 PUSH PUSH SLOAD_0 AND_0 OR_0 PUSH SSTORE_0 CALLER_0 CALLER_0 PUSH PUSH DUP2 PUSH MLOAD_0 NOP NOP NOP NOP NOP NOP NOP', 'POP CALLER_0 PUSH SLOAD_0 PUSH AND_0 DUP2 OR_0 PUSH SSTORE_0 DUP1 PUSH PUSH DUP2 PUSH MLOAD_0 NOP NOP NOP NOP NOP NOP NOP', 'POP PUSH PUSH SLOAD_0 AND_0 CALLER_0 OR_0 PUSH SSTORE_0 CALLER_0 CALLER_0 PUSH PUSH PUSH PUSH MLOAD_0 NOP NOP NOP NOP NOP NOP NOP', 'POP PUSH SLOAD_0 PUSH AND_0 CALLER_0 OR_0 PUSH SSTORE_0 CALLER_0 CALLER_0 PUSH PUSH PUSH PUSH MLOAD_0 NOP NOP NOP NOP NOP NOP NOP', 'POP PUSH SLOAD_0 PUSH AND_0 CALLER_0 OR_0 PUSH SSTORE_0 CALLER_0 CALLER_0 PUSH PUSH PUSH PUSH MLOAD_0 NOP NOP NOP NOP NOP NOP NOP', 'POP CALLER_0 PUSH SLOAD_0 PUSH AND_0 OR_0 PUSH SSTORE_0 CALLER_0 CALLER_0 PUSH PUSH PUSH PUSH MLOAD_0 NOP NOP NOP NOP NOP NOP NOP', 'POP CALLER_0 PUSH SLOAD_0 PUSH AND_0 OR_0 PUSH SSTORE_0 CALLER_0 CALLER_0 PUSH PUSH PUSH PUSH MLOAD_0 NOP NOP NOP NOP NOP NOP NOP', 'POP CALLER_0 PUSH SLOAD_0 PUSH AND_0 OR_0 PUSH SSTORE_0 CALLER_0 CALLER_0 PUSH PUSH PUSH PUSH MLOAD_0 NOP NOP NOP NOP NOP NOP NOP']","[0, 0, 7, 7, 7, 7, 7, 7, 7, 7]","[0.8, 0.8, 1.1, 1.29, 3.16, 4.31, 4.4, 4.42, 4.46, 4.49]",True,3.28,POP CALLER_0 PUSH SWAP1 SWAP1 CALLER_0 SWAP1 PUSH DUP2 PUSH DUP2 SWAP4 POP DUP5 SWAP2 SLOAD_0 AND_0 OR_0 DUP3 SSTORE_0 DUP2 PUSH MLOAD_0,0.0
50,0x3BfcE6D6F0d3D3f1326d86abdbe2845b4740Dc2E_MATICPAD_block7,50.0,77.97,True,False,-8,20,"['SWAP1 PUSH SWAP3 PUSH SWAP4 DUP5 KECCAK256_0 SWAP3 PUSH PUSH SWAP1 MSTORE_1 PUSH PUSH SWAP3 SWAP5 SWAP2 SWAP4 PUSH AND_0 SWAP1 MSTORE_0 SWAP2 PUSH AND_1 DUP3 SLOAD_0 SWAP5 MSTORE_2 MSTORE_3', 'SWAP1 PUSH SWAP3 PUSH SWAP4 DUP5 KECCAK256_0 SWAP3 PUSH PUSH SWAP1 MSTORE_1 PUSH PUSH SWAP3 SWAP5 SWAP2 SWAP4 PUSH AND_0 SWAP1 MSTORE_0 SWAP2 PUSH AND_1 DUP3 SLOAD_0 SWAP5 MSTORE_2 MSTORE_3', 'PUSH SWAP2 DUP3 AND_0 PUSH MSTORE_0 PUSH PUSH MSTORE_1 AND_1 PUSH MSTORE_2 PUSH PUSH KECCAK256_0 DUP1 PUSH MSTORE_3 SLOAD_0 SWAP1 NOP NOP NOP NOP NOP NOP NOP NOP NOP NOP', 'PUSH AND_1 PUSH SWAP2 PUSH AND_0 PUSH MSTORE_0 PUSH MSTORE_2 PUSH MSTORE_1 PUSH PUSH KECCAK256_0 DUP1 PUSH MSTORE_3 SLOAD_0 SWAP1 NOP NOP NOP NOP NOP NOP NOP NOP NOP NOP']","[0, 0, 10, 10]","[25.9, 25.91, 26.96, 27.55]",True,25.66,PUSH PUSH MSTORE_1 SWAP1 PUSH PUSH PUSH PUSH SWAP5 SWAP1 DUP7 SWAP6 KECCAK256_0 DUP1 SLOAD_0 SWAP5 SWAP4 SWAP3 MSTORE_3 PUSH AND_1 SWAP2 PUSH AND_0 DUP2 MSTORE_0 MSTORE_2 SWAP2 POP NOP,1.0
51,0x0c9C2e9647f65118EffB3d87C6D025d95845E930_Rugpull_block,60.0,80.22,True,False,-27,27,"['PUSH MLOAD_0 PUSH DUP2 PUSH ADD_2 PUSH DUP4 MSTORE_0 MSTORE_1 PUSH PUSH PUSH PUSH DUP5 ADD_3 MSTORE_2 PUSH DUP4 ADD_4 MSTORE_3 DUP2 PUSH ADD_1 MSTORE_4 PUSH ADD_0', 'PUSH MLOAD_0 PUSH DUP2 PUSH ADD_2 PUSH DUP4 MSTORE_0 MSTORE_1 PUSH PUSH PUSH PUSH DUP5 ADD_3 MSTORE_2 PUSH DUP4 ADD_4 MSTORE_3 DUP2 PUSH ADD_1 MSTORE_4 PUSH ADD_0', 'PUSH MLOAD_0 PUSH DUP2 MSTORE_0 PUSH PUSH DUP3 ADD_2 MSTORE_1 PUSH PUSH DUP3 ADD_3 MSTORE_2 PUSH PUSH DUP3 ADD_4 MSTORE_3 PUSH DUP2 PUSH ADD_1 MSTORE_4 PUSH ADD_0']","[0, 0, 0]","[40.73, 40.74, 48.42]",True,21.34,PUSH MLOAD_0 PUSH PUSH DUP3 ADD_2 PUSH DUP4 MSTORE_0 MSTORE_1 PUSH DUP2 PUSH DUP4 PUSH ADD_3 MSTORE_2 PUSH DUP4 PUSH ADD_4 MSTORE_3 PUSH ADD_1 MSTORE_4 PUSH ADD_0,0.0
52,0x1E77fbE7bfe9b11c75b90A76f571dca0C6D70a9a_ePORC_block7,60.0,60.8,False,False,-13,27,[],[],[],True,14.06,PUSH MLOAD_0 PUSH PUSH DUP3 ADD_2 PUSH DUP4 MSTORE_0 MSTORE_1 PUSH PUSH DUP3 ADD_3 MSTORE_2 PUSH PUSH DUP3 ADD_4 MSTORE_3 PUSH PUSH PUSH DUP4 ADD_1 MSTORE_4 ADD_0,0.0
53,0x1d29Bafa88E83a6D8F757DbFAf8BAf7be8fE08Bf_LoveVote_block249,60.0,60.3,False,False,-3,27,[],[],[],True,18.07,PUSH MLOAD_0 PUSH PUSH PUSH DUP4 MSTORE_0 PUSH PUSH DUP5 ADD_2 MSTORE_1 DUP3 PUSH ADD_3 MSTORE_2 PUSH PUSH DUP4 PUSH ADD_4 MSTORE_3 DUP3 ADD_1 MSTORE_4 PUSH ADD_0,0.0
54,0x3BfcE6D6F0d3D3f1326d86abdbe2845b4740Dc2E_MATICPAD_block14,60.0,61.34,True,False,-27,27,"['PUSH MLOAD_0 PUSH DUP2 MSTORE_0 PUSH PUSH DUP3 PUSH ADD_2 MSTORE_1 DUP2 PUSH ADD_3 MSTORE_2 PUSH PUSH DUP3 ADD_4 MSTORE_3 PUSH PUSH DUP3 ADD_1 MSTORE_4 PUSH ADD_0', 'PUSH MLOAD_0 PUSH DUP2 MSTORE_0 PUSH PUSH DUP3 PUSH ADD_2 MSTORE_1 DUP2 PUSH ADD_3 MSTORE_2 PUSH PUSH DUP3 ADD_4 MSTORE_3 PUSH PUSH DUP3 ADD_1 MSTORE_4 PUSH ADD_0', 'PUSH MLOAD_0 PUSH DUP2 PUSH ADD_2 PUSH DUP4 MSTORE_0 MSTORE_1 PUSH PUSH DUP3 ADD_3 MSTORE_2 PUSH PUSH DUP3 ADD_4 MSTORE_3 PUSH PUSH DUP3 ADD_1 MSTORE_4 PUSH ADD_0']","[0, 0, 0]","[51.59, 51.59, 51.97]",True,21.47,PUSH MLOAD_0 PUSH PUSH DUP3 MSTORE_0 PUSH DUP3 PUSH ADD_2 MSTORE_1 DUP2 PUSH ADD_1 PUSH PUSH DUP5 ADD_3 MSTORE_2 PUSH DUP4 PUSH ADD_4 MSTORE_3 MSTORE_4 PUSH ADD_0,0.0
55,0x1d29Bafa88E83a6D8F757DbFAf8BAf7be8fE08Bf_Ownable_block21,60.0,71.82,True,False,-27,27,"['PUSH MLOAD_0 PUSH PUSH DUP3 ADD_2 PUSH DUP4 MSTORE_0 MSTORE_1 PUSH DUP2 PUSH ADD_3 MSTORE_2 PUSH PUSH DUP3 ADD_4 MSTORE_3 PUSH PUSH DUP3 ADD_1 MSTORE_4 PUSH ADD_0', 'PUSH MLOAD_0 PUSH PUSH DUP3 ADD_2 PUSH DUP4 MSTORE_0 MSTORE_1 PUSH DUP2 PUSH ADD_3 MSTORE_2 PUSH PUSH DUP3 ADD_4 MSTORE_3 PUSH PUSH DUP3 ADD_1 MSTORE_4 PUSH ADD_0', 'PUSH MLOAD_0 PUSH DUP2 PUSH ADD_2 PUSH DUP4 MSTORE_0 MSTORE_1 PUSH DUP2 PUSH ADD_3 MSTORE_2 PUSH PUSH DUP3 ADD_1 PUSH PUSH DUP5 ADD_4 MSTORE_3 MSTORE_4 PUSH ADD_0', 'PUSH MLOAD_0 PUSH PUSH PUSH PUSH DUP5 MSTORE_0 PUSH DUP5 ADD_2 MSTORE_1 DUP3 ADD_3 MSTORE_2 PUSH PUSH DUP3 ADD_1 PUSH PUSH DUP5 ADD_4 MSTORE_3 MSTORE_4 PUSH ADD_0']","[0, 0, 0, 0]","[52.49, 52.5, 62.0, 63.75]",True,21.59,PUSH MLOAD_0 PUSH PUSH PUSH DUP4 MSTORE_0 PUSH DUP4 ADD_2 MSTORE_1 DUP2 PUSH ADD_4 PUSH PUSH DUP5 ADD_3 MSTORE_2 MSTORE_3 PUSH PUSH PUSH DUP4 ADD_1 MSTORE_4 ADD_0,0.0
56,0x0c9C2e9647f65118EffB3d87C6D025d95845E930_Rugpull_block287,30.0,46.82,True,False,-17,19,"['PUSH MLOAD_0 SWAP2 SWAP1 SWAP2 SWAP1 POP DUP2 DUP2 PUSH DUP2 ADD_0 SWAP4 SUB_0 PUSH ADD_1 DUP3 MSTORE_0 PUSH MSTORE_1 MLOAD_1 SWAP1 KECCAK256_0', 'PUSH MLOAD_0 SWAP2 SWAP1 SWAP2 SWAP1 POP DUP2 DUP2 PUSH DUP2 ADD_0 SWAP4 SUB_0 PUSH ADD_1 DUP3 MSTORE_0 PUSH MSTORE_1 MLOAD_1 SWAP1 KECCAK256_0', 'PUSH MLOAD_0 SWAP2 POP DUP2 DUP2 SUB_0 PUSH ADD_1 DUP3 MSTORE_0 PUSH MSTORE_1 DUP1 MLOAD_1 SWAP1 PUSH ADD_0 KECCAK256_0 NOP NOP NOP NOP', 'PUSH MLOAD_0 SWAP2 POP PUSH DUP3 DUP3 SUB_0 ADD_1 DUP3 MSTORE_0 PUSH MSTORE_1 DUP1 MLOAD_1 SWAP1 PUSH ADD_0 KECCAK256_0 NOP NOP NOP NOP', 'PUSH MLOAD_0 SWAP2 POP PUSH DUP3 DUP3 SUB_0 ADD_1 DUP3 MSTORE_0 PUSH MSTORE_1 PUSH DUP2 MLOAD_1 SWAP2 ADD_0 KECCAK256_0 NOP NOP NOP NOP', 'PUSH MLOAD_0 DUP1 PUSH ADD_0 SWAP2 PUSH DUP3 DUP3 SUB_0 ADD_1 DUP3 MSTORE_0 PUSH MSTORE_1 MLOAD_1 SWAP2 POP KECCAK256_0 NOP NOP NOP NOP']","[0, 0, 4, 4, 4, 4]","[3.94, 3.95, 4.87, 8.88, 10.04, 46.81]",True,6.68,PUSH MLOAD_0 DUP1 DUP3 SUB_0 PUSH ADD_1 DUP2 MSTORE_0 SWAP1 PUSH SWAP3 DUP3 SWAP2 SWAP1 PUSH SWAP1 POP MSTORE_1 MLOAD_1 SWAP2 ADD_0 KECCAK256_0,0.0
57,0x3BfcE6D6F0d3D3f1326d86abdbe2845b4740Dc2E_MATICPAD_block148,60.0,44.02,True,True,0,27,"['PUSH MLOAD_0 PUSH PUSH DUP3 PUSH ADD_2 PUSH DUP5 MSTORE_0 MSTORE_1 PUSH DUP3 PUSH ADD_3 MSTORE_2 PUSH DUP3 ADD_4 MSTORE_3 PUSH DUP2 PUSH ADD_1 MSTORE_4 PUSH ADD_0', 'PUSH MLOAD_0 PUSH PUSH DUP3 PUSH ADD_2 PUSH DUP5 MSTORE_0 MSTORE_1 PUSH DUP3 PUSH ADD_3 MSTORE_2 PUSH DUP3 ADD_4 MSTORE_3 PUSH DUP2 PUSH ADD_1 MSTORE_4 PUSH ADD_0', 'PUSH PUSH MLOAD_0 PUSH DUP2 PUSH DUP4 MSTORE_0 PUSH ADD_2 MSTORE_1 PUSH DUP2 PUSH ADD_3 MSTORE_2 PUSH PUSH PUSH DUP4 ADD_4 MSTORE_3 PUSH DUP3 ADD_1 MSTORE_4 ADD_0', 'PUSH MLOAD_0 PUSH PUSH DUP3 ADD_2 PUSH DUP4 MSTORE_0 MSTORE_1 PUSH PUSH DUP3 ADD_3 MSTORE_2 PUSH DUP2 PUSH ADD_4 MSTORE_3 PUSH PUSH DUP3 ADD_1 MSTORE_4 PUSH ADD_0', 'PUSH MLOAD_0 PUSH PUSH DUP3 PUSH ADD_2 PUSH DUP5 MSTORE_0 MSTORE_1 DUP2 PUSH ADD_1 PUSH DUP4 PUSH ADD_3 MSTORE_2 PUSH DUP4 PUSH ADD_4 MSTORE_3 MSTORE_4 PUSH ADD_0']","[0, 0, 0, 0, 0]","[31.01, 31.02, 33.17, 36.75, 44.03]",True,13.61,PUSH MLOAD_0 PUSH DUP2 MSTORE_0 PUSH PUSH PUSH PUSH DUP5 ADD_2 MSTORE_1 DUP3 ADD_1 PUSH PUSH DUP5 ADD_3 MSTORE_2 PUSH DUP4 PUSH ADD_4 MSTORE_3 MSTORE_4 PUSH ADD_0,0.0
58,0x3BfcE6D6F0d3D3f1326d86abdbe2845b4740Dc2E_MATICPAD_initial_block0,70.0,40.18,True,True,0,23,"['CHAINID_0 PUSH PUSH MSTORE_4 PUSH PUSH KECCAK256_0 PUSH SWAP2 SWAP2 SSTORE_0 PUSH MSTORE_1 PUSH PUSH MSTORE_3 CALLVALUE_0 PUSH PUSH MSTORE_0 ISZERO_0 ADDRESS_0 PUSH MSTORE_2 CALLVALUE_0 SWAP1', 'CHAINID_0 PUSH PUSH MSTORE_4 PUSH PUSH KECCAK256_0 PUSH SWAP2 SWAP2 SSTORE_0 PUSH MSTORE_1 PUSH PUSH MSTORE_3 CALLVALUE_0 PUSH PUSH MSTORE_0 ISZERO_0 ADDRESS_0 PUSH MSTORE_2 CALLVALUE_0 SWAP1', 'PUSH ADDRESS_0 PUSH MSTORE_2 POP PUSH PUSH KECCAK256_0 PUSH SSTORE_0 PUSH PUSH MSTORE_0 CALLVALUE_0 ISZERO_0 CALLVALUE_0 SWAP1 CHAINID_0 PUSH MSTORE_1 PUSH PUSH PUSH MSTORE_4 PUSH MSTORE_3', 'PUSH PUSH SWAP1 KECCAK256_0 PUSH SSTORE_0 PUSH PUSH MSTORE_4 PUSH PUSH SWAP1 MSTORE_3 PUSH PUSH MSTORE_0 ADDRESS_0 PUSH MSTORE_2 CHAINID_0 PUSH MSTORE_1 CALLVALUE_0 DUP1 ISZERO_0 NOP', 'ADDRESS_0 PUSH MSTORE_2 PUSH PUSH MSTORE_3 PUSH PUSH KECCAK256_0 PUSH SSTORE_0 PUSH PUSH MSTORE_0 CHAINID_0 PUSH MSTORE_1 PUSH PUSH MSTORE_4 CALLVALUE_0 CALLVALUE_0 ISZERO_0 NOP NOP NOP', 'PUSH PUSH MSTORE_3 CHAINID_0 PUSH PUSH PUSH MSTORE_4 MSTORE_1 ADDRESS_0 PUSH MSTORE_2 PUSH PUSH KECCAK256_0 PUSH SSTORE_0 PUSH PUSH MSTORE_0 CALLVALUE_0 CALLVALUE_0 ISZERO_0 NOP NOP NOP', 'PUSH PUSH MSTORE_3 CHAINID_0 PUSH PUSH PUSH MSTORE_4 MSTORE_1 ADDRESS_0 PUSH MSTORE_2 PUSH PUSH KECCAK256_0 PUSH SSTORE_0 PUSH PUSH MSTORE_0 CALLVALUE_0 CALLVALUE_0 ISZERO_0 NOP NOP NOP', 'ADDRESS_0 PUSH PUSH MSTORE_3 PUSH MSTORE_2 CHAINID_0 PUSH PUSH PUSH MSTORE_0 MSTORE_1 PUSH PUSH MSTORE_4 PUSH PUSH KECCAK256_0 PUSH SSTORE_0 CALLVALUE_0 DUP1 ISZERO_0 NOP NOP NOP', 'ADDRESS_0 PUSH PUSH CHAINID_0 PUSH MSTORE_1 PUSH MSTORE_0 MSTORE_2 PUSH PUSH PUSH MSTORE_3 PUSH KECCAK256_0 PUSH PUSH MSTORE_4 PUSH SSTORE_0 CALLVALUE_0 CALLVALUE_0 ISZERO_0 NOP NOP NOP', 'ADDRESS_0 PUSH PUSH MSTORE_4 PUSH PUSH PUSH MSTORE_0 MSTORE_2 CHAINID_0 PUSH MSTORE_1 PUSH PUSH KECCAK256_0 PUSH SSTORE_0 PUSH PUSH MSTORE_3 CALLVALUE_0 CALLVALUE_0 ISZERO_0 NOP NOP NOP', 'PUSH PUSH PUSH PUSH MSTORE_0 MSTORE_3 PUSH CHAINID_0 PUSH MSTORE_1 PUSH MSTORE_4 CALLVALUE_0 PUSH PUSH KECCAK256_0 PUSH ADDRESS_0 PUSH MSTORE_2 SSTORE_0 CALLVALUE_0 ISZERO_0 NOP NOP NOP', 'PUSH PUSH PUSH PUSH MSTORE_0 MSTORE_3 PUSH CHAINID_0 PUSH MSTORE_1 PUSH MSTORE_4 CALLVALUE_0 PUSH PUSH KECCAK256_0 PUSH ADDRESS_0 PUSH MSTORE_2 SSTORE_0 CALLVALUE_0 ISZERO_0 NOP NOP NOP']","[0, 0, 0, 1, 3, 3, 3, 3, 3, 3, 3, 3]","[2.23, 2.23, 2.5, 3.67, 9.4, 38.04, 38.06, 38.37, 39.61, 40.01, 40.17, 40.19]",True,4.12,CHAINID_0 PUSH ADDRESS_0 PUSH PUSH SWAP1 SWAP1 KECCAK256_0 PUSH SSTORE_0 PUSH MSTORE_2 MSTORE_1 PUSH CALLVALUE_0 PUSH PUSH PUSH MSTORE_0 DUP2 SWAP3 MSTORE_3 ISZERO_0 PUSH PUSH MSTORE_4,0.0
59,0x0c9C2e9647f65118EffB3d87C6D025d95845E930_ERC721_block155,20.0,33.81,True,False,-17,17,"['PUSH SWAP1 POP MLOAD_0 PUSH SWAP1 PUSHTAG_0 SWAP2 SWAP1 DUP1 RETURNDATASIZE_0 RETURNDATASIZE_0 SWAP2 ADD_1 SWAP3 ADD_0 PUSH AND_0 DUP2 ADD_2 PUSH MSTORE_0', 'PUSH SWAP1 POP MLOAD_0 PUSH SWAP1 PUSHTAG_0 SWAP2 SWAP1 DUP1 RETURNDATASIZE_0 RETURNDATASIZE_0 SWAP2 ADD_1 SWAP3 ADD_0 PUSH AND_0 DUP2 ADD_2 PUSH MSTORE_0', 'POP RETURNDATASIZE_0 PUSH ADD_0 PUSH MLOAD_0 RETURNDATASIZE_0 DUP2 PUSH DUP2 SWAP5 AND_0 ADD_2 PUSH MSTORE_0 ADD_1 PUSHTAG_0 SWAP2 NOP NOP NOP NOP', 'POP PUSH MLOAD_0 RETURNDATASIZE_0 PUSH ADD_0 PUSH AND_0 DUP2 SWAP1 DUP2 ADD_2 PUSH MSTORE_0 RETURNDATASIZE_0 ADD_1 PUSHTAG_0 SWAP2 NOP NOP NOP NOP', 'POP PUSHTAG_0 RETURNDATASIZE_0 PUSH ADD_0 PUSH MLOAD_0 DUP1 RETURNDATASIZE_0 ADD_1 SWAP2 PUSH AND_0 DUP2 ADD_2 PUSH MSTORE_0 NOP NOP NOP NOP NOP', 'POP PUSHTAG_0 RETURNDATASIZE_0 PUSH ADD_0 PUSH MLOAD_0 DUP1 RETURNDATASIZE_0 ADD_1 SWAP2 PUSH AND_0 DUP2 ADD_2 PUSH MSTORE_0 NOP NOP NOP NOP NOP', 'POP PUSHTAG_0 RETURNDATASIZE_0 PUSH ADD_0 PUSH MLOAD_0 DUP1 RETURNDATASIZE_0 ADD_1 SWAP2 PUSH AND_0 DUP2 ADD_2 PUSH MSTORE_0 NOP NOP NOP NOP NOP']","[0, 0, 4, 4, 5, 5, 5]","[4.66, 4.67, 7.23, 8.41, 33.78, 33.8, 33.82]",True,8.04,PUSH MLOAD_0 DUP1 RETURNDATASIZE_0 PUSH ADD_0 PUSH AND_0 DUP2 ADD_2 PUSH MSTORE_0 PUSH SWAP3 RETURNDATASIZE_0 SWAP1 POP PUSHTAG_0 SWAP4 POP ADD_1 SWAP1,0.0
60,0x1d29Bafa88E83a6D8F757DbFAf8BAf7be8fE08Bf_LoveVote_block96,40.0,8.8,True,True,0,18,"['PUSH AND_0 PUSH SWAP1 PUSH SWAP2 SWAP1 PUSH MSTORE_0 PUSH MSTORE_1 PUSH KECCAK256_0 DUP1 SLOAD_0 PUSH AND_1 PUSH OR_0 SWAP1 SSTORE_0', 'PUSH AND_0 PUSH SWAP1 PUSH SWAP2 SWAP1 PUSH MSTORE_0 PUSH MSTORE_1 PUSH KECCAK256_0 DUP1 SLOAD_0 PUSH AND_1 PUSH OR_0 SWAP1 SSTORE_0', 'DUP1 PUSH PUSH KECCAK256_0 PUSH PUSH DUP3 SLOAD_0 AND_1 OR_0 SWAP1 SSTORE_0 SWAP1 POP PUSH PUSH PUSH MSTORE_1 AND_0 PUSH MSTORE_0', 'PUSH PUSH PUSH PUSH KECCAK256_0 SWAP2 DUP3 SLOAD_0 AND_1 OR_0 SWAP1 SSTORE_0 PUSH PUSH MSTORE_1 PUSH AND_0 PUSH MSTORE_0 NOP NOP', 'PUSH PUSH KECCAK256_0 PUSH DUP2 SLOAD_0 PUSH AND_1 OR_0 SWAP1 SSTORE_0 PUSH SWAP1 PUSH PUSH MSTORE_1 AND_0 PUSH MSTORE_0 NOP NOP', 'PUSH PUSH MSTORE_1 PUSH AND_0 PUSH MSTORE_0 PUSH PUSH KECCAK256_0 DUP1 SLOAD_0 PUSH AND_1 PUSH OR_0 SWAP1 SSTORE_0 NOP NOP NOP', 'PUSH PUSH KECCAK256_0 DUP1 SLOAD_0 PUSH AND_1 PUSH OR_0 SWAP1 SSTORE_0 PUSH AND_0 PUSH PUSH MSTORE_1 PUSH MSTORE_0 NOP NOP NOP', 'PUSH PUSH PUSH KECCAK256_0 DUP1 SLOAD_0 PUSH AND_1 PUSH OR_0 SWAP1 SSTORE_0 AND_0 PUSH PUSH PUSH MSTORE_1 MSTORE_0 NOP NOP NOP', 'PUSH PUSH PUSH KECCAK256_0 DUP1 SLOAD_0 PUSH AND_1 PUSH OR_0 SWAP1 SSTORE_0 AND_0 PUSH PUSH MSTORE_1 PUSH MSTORE_0 NOP NOP NOP']","[0, 0, 0, 2, 2, 3, 3, 3, 3]","[2.33, 2.34, 2.97, 4.79, 5.46, 5.84, 8.6, 8.79, 8.81]",True,3.24,PUSH AND_0 PUSH PUSH KECCAK256_0 DUP1 SLOAD_0 PUSH AND_1 PUSH SWAP3 PUSH MSTORE_0 PUSH DUP2 PUSH OR_0 SWAP4 MSTORE_1 POP SSTORE_0,0.0
61,0x0c9C2e9647f65118EffB3d87C6D025d95845E930_Rugpull_block324,60.0,31.99,True,True,0,27,"['PUSH MLOAD_0 PUSH PUSH DUP3 ADD_2 PUSH DUP4 MSTORE_0 MSTORE_1 PUSH PUSH DUP3 ADD_3 MSTORE_2 PUSH PUSH DUP3 ADD_4 MSTORE_3 PUSH PUSH DUP3 ADD_1 MSTORE_4 PUSH ADD_0', 'PUSH MLOAD_0 PUSH PUSH DUP3 ADD_2 PUSH DUP4 MSTORE_0 MSTORE_1 PUSH PUSH DUP3 ADD_3 MSTORE_2 PUSH PUSH DUP3 ADD_4 MSTORE_3 PUSH PUSH DUP3 ADD_1 MSTORE_4 PUSH ADD_0', 'PUSH MLOAD_0 PUSH PUSH DUP3 ADD_2 PUSH DUP4 MSTORE_0 MSTORE_1 PUSH PUSH DUP3 ADD_3 MSTORE_2 PUSH PUSH DUP3 ADD_4 MSTORE_3 PUSH PUSH DUP3 ADD_1 MSTORE_4 PUSH ADD_0', 'PUSH MLOAD_0 PUSH PUSH DUP3 ADD_2 PUSH DUP4 MSTORE_0 MSTORE_1 PUSH PUSH DUP3 ADD_3 MSTORE_2 PUSH PUSH DUP3 ADD_4 MSTORE_3 PUSH PUSH DUP3 ADD_1 MSTORE_4 PUSH ADD_0']","[0, 0, 0, 0]","[31.91, 31.92, 31.94, 31.99]",True,11.15,PUSH MLOAD_0 PUSH DUP2 PUSH ADD_2 PUSH DUP4 MSTORE_0 MSTORE_1 PUSH DUP2 PUSH ADD_1 PUSH DUP4 DUP2 ADD_3 MSTORE_2 PUSH PUSH DUP5 ADD_4 MSTORE_3 MSTORE_4 PUSH ADD_0,0.0
62,0x0c9C2e9647f65118EffB3d87C6D025d95845E930_Rugpull_block387,30.0,13.63,True,True,0,15,"['DUP3 PUSH MSTORE_0 SWAP1 POP PUSH PUSH MSTORE_1 PUSH PUSH KECCAK256_0 SLOAD_0 SWAP1 SWAP1 DUP2 DUP2 EQ_0', 'DUP3 PUSH MSTORE_0 SWAP1 POP PUSH PUSH MSTORE_1 PUSH PUSH KECCAK256_0 SLOAD_0 SWAP1 SWAP1 DUP2 DUP2 EQ_0', 'DUP3 PUSH MSTORE_0 PUSH PUSH KECCAK256_0 SLOAD_0 SWAP1 DUP2 DUP2 SWAP4 POP EQ_0 PUSH PUSH SWAP1 MSTORE_1', 'DUP3 PUSH MSTORE_0 PUSH PUSH PUSH MSTORE_1 DUP2 PUSH SWAP4 POP SWAP3 KECCAK256_0 SLOAD_0 SWAP1 DUP2 EQ_0', 'SWAP1 POP DUP2 PUSH PUSH MSTORE_1 PUSH MSTORE_0 PUSH PUSH KECCAK256_0 SLOAD_0 DUP1 DUP3 EQ_0 NOP NOP', 'SWAP1 POP DUP2 PUSH PUSH MSTORE_1 PUSH MSTORE_0 PUSH PUSH KECCAK256_0 SLOAD_0 DUP1 DUP3 EQ_0 NOP NOP', 'SWAP1 POP PUSH PUSH MSTORE_1 PUSH PUSH KECCAK256_0 DUP3 PUSH MSTORE_0 SLOAD_0 DUP2 DUP2 EQ_0 NOP NOP', 'SWAP1 POP PUSH PUSH MSTORE_1 PUSH PUSH KECCAK256_0 DUP3 PUSH MSTORE_0 SLOAD_0 DUP1 DUP3 EQ_0 NOP NOP']","[0, 0, 0, 0, 2, 2, 2, 2]","[2.46, 2.47, 3.74, 4.29, 4.72, 13.22, 13.6, 13.64]",True,3.19,DUP1 PUSH PUSH MSTORE_1 PUSH PUSH KECCAK256_0 SLOAD_0 SWAP3 POP DUP4 PUSH MSTORE_0 DUP3 SWAP2 SWAP3 EQ_0,0.0
